,s,ns,V,delta
0,1650776534,689327817,1.3741543292999268,0.3400000035762787
0,1650776534,742596584,1.3741543292999268,0.3400000035762787
0,1650776534,783063891,1.3741543292999268,0.27661028504371643
0,1650776534,814396227,1.3741543292999268,0.19206970930099487
0,1650776534,834354114,1.3741543292999268,0.16740766167640686
0,1650776534,857379179,1.3741543292999268,0.13219115138053894
0,1650776534,890236576,1.3741543292999268,0.07230211794376373
0,1650776534,920769661,1.3741543292999268,0.0441289059817791
0,1650776534,953240680,1.3741543292999268,0.03355347365140915
0,1650776534,973478926,1.322365403175354,0.03707512468099594
0,1650776534,994174783,1.322365403175354,0.026510171592235565
0,1650776535,28599545,1.322365403175354,0.012423567473888397
0,1650776535,69352075,1.322365403175354,0.005380264949053526
0,1650776535,109797269,1.322365403175354,0.0018586142687126994
0,1650776535,140334418,1.322365403175354,0.0
0,1650776535,182009690,1.2705764770507812,0.0
0,1650776535,232353554,1.2705764770507812,0.0
0,1650776535,284728603,1.2705764770507812,0.0
0,1650776535,325554863,1.322365403175354,-0.03706464171409607
0,1650776535,346525542,1.322365403175354,-0.11456193029880524
0,1650776535,367305048,1.322365403175354,-0.2272862195968628
0,1650776535,388469300,1.322365403175354,-0.2942080497741699
0,1650776535,409785908,1.322365403175354,-0.3400000035762787
0,1650776535,460005161,1.2705764770507812,-0.3400000035762787
0,1650776535,500515125,1.2705764770507812,-0.3400000035762787
0,1650776535,551619967,1.2705764770507812,-0.3400000035762787
0,1650776535,603603935,1.2705764770507812,-0.3400000035762787
0,1650776535,655203349,1.2705764770507812,-0.3400000035762787
0,1650776535,706233949,1.2705764770507812,-0.3400000035762787
0,1650776535,756738073,1.2705764770507812,-0.3400000035762787
0,1650776535,808202668,1.2705764770507812,-0.3400000035762787
0,1650776535,859477722,1.2705764770507812,-0.3400000035762787
0,1650776535,879675039,1.322365403175354,-0.3400000035762787
0,1650776535,910354015,1.3741543292999268,-0.3400000035762787
0,1650776535,951093649,1.322365403175354,-0.3400000035762787
0,1650776536,5159138,1.322365403175354,-0.3400000035762787
0,1650776536,56685078,1.322365403175354,-0.3400000035762787
0,1650776536,107762335,1.322365403175354,-0.3400000035762787
0,1650776536,147585946,1.322365403175354,-0.2660348415374756
0,1650776536,178919594,1.322365403175354,-0.17092929780483246
0,1650776536,199793023,1.3741543292999268,-0.12865900993347168
0,1650776536,219284786,1.3741543292999268,-0.005369783844798803
0,1650776536,239619066,1.3741543292999268,0.0
0,1650776536,270896232,1.425943374633789,0.0
0,1650776536,311794365,1.4777324199676514,0.0
0,1650776536,332352042,1.5295213460922241,0.0
0,1650776536,364456332,1.5295213460922241,0.00890191551297903
0,1650776536,383142444,1.5295213460922241,0.03707512468099594
0,1650776536,414017169,1.5295213460922241,0.058215510100126266
0,1650776536,435614839,1.5295213460922241,0.07582376897335052
0,1650776536,454701633,1.5295213460922241,0.09696415066719055
0,1650776536,485533636,1.5295213460922241,0.1497994065284729
0,1650776536,506281814,1.4777324199676514,0.1850264072418213
0,1650776536,526391224,1.425943374633789,0.23433999717235565
0,1650776536,547388368,1.322365403175354,0.23433999717235565
0,1650776536,557549092,1.322365403175354,0.27661028504371643
0,1650776536,578745696,1.3741543292999268,0.2942185401916504
0,1650776536,599069352,1.322365403175354,0.3259238600730896
0,1650776536,619724311,1.322365403175354,0.3400000035762787
0,1650776536,670572251,1.322365403175354,0.3400000035762787
0,1650776536,721587554,1.322365403175354,0.3400000035762787
0,1650776536,756026460,1.3741543292999268,0.3400000035762787
0,1650776536,794046924,1.3741543292999268,0.3400000035762787
0,1650776536,853872423,1.3741543292999268,0.3400000035762787
0,1650776536,905803525,1.3741543292999268,0.3400000035762787
0,1650776536,966087595,1.3741543292999268,0.3400000035762787
0,1650776537,16578662,1.3741543292999268,0.3400000035762787
0,1650776537,57593725,1.3741543292999268,0.30831560492515564
0,1650776537,90065768,1.322365403175354,0.2554803788661957
0,1650776537,101944421,1.322365403175354,0.2554803788661957
0,1650776537,112740264,1.322365403175354,0.2132100909948349
0,1650776537,134058567,1.322365403175354,0.20615631341934204
0,1650776537,154093863,1.3741543292999268,0.20263466238975525
0,1650776537,174929211,1.322365403175354,0.20263466238975525
0,1650776537,195759374,1.322365403175354,0.2167317420244217
0,1650776537,226703284,1.322365403175354,0.25900202989578247
0,1650776537,256948073,1.322365403175354,0.2871752381324768
0,1650776537,277235183,1.322365403175354,0.30479395389556885
0,1650776537,298459436,1.322365403175354,0.3259238600730896
0,1650776537,318337833,1.322365403175354,0.3329671621322632
0,1650776537,349098026,1.322365403175354,0.3329671621322632
0,1650776537,389972862,1.322365403175354,0.30127230286598206
0,1650776537,410431657,1.322365403175354,0.26252368092536926
0,1650776537,430740944,1.322365403175354,0.2132100909948349
0,1650776537,463000245,1.322365403175354,0.18854805827140808
0,1650776537,486914899,1.322365403175354,0.1779831051826477
0,1650776537,503822280,1.322365403175354,0.15684270858764648
0,1650776537,538674732,1.322365403175354,0.12866950035095215
0,1650776537,558542632,1.322365403175354,0.1216157078742981
